LTER_Site,Station,Date,Daily_AirTemp_Mean_C,Flag_Daily_AirTemp_Mean_C,Daily_AirTemp_AbsMax_C,Flag_Daily_AirTemp_AbsMax_C,Daily_AirTemp_AbsMin_C,Flag_Daily_AirTemp_AbsMin_C,Daily_Precip_Total_mm,Flag_Daily_Precip_Total_mm
FCE,EVERGLADES,19270706,26.95,,31.7,,22.2,,7.6,
FCE,EVERGLADES,19270707,26.4,,31.1,,21.7,,8.4,
FCE,EVERGLADES,19270708,26.65,,31.1,,22.2,,15.2,
FCE,EVERGLADES,19270709,30,,35.6,,24.4,,1.3,
FCE,EVERGLADES,19270710,30.85,,37.8,,23.9,,0,
FCE,EVERGLADES,19270711,28.35,,36.1,,20.6,,49.3,
FCE,EVERGLADES,19270712,28.35,,35.6,,21.1,,3.8,
FCE,EVERGLADES,19270713,27.8,,33.9,,21.7,,0,
FCE,EVERGLADES,19270714,26.95,,32.8,,21.1,,45.7,
FCE,EVERGLADES,19270715,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,19270716,28.35,,31.1,,25.6,,5.1,
FCE,EVERGLADES,19270717,27.5,,32.2,,22.8,,0.3,
FCE,EVERGLADES,19270718,26.65,,31.1,,22.2,,29.2,
FCE,EVERGLADES,19270719,26.4,,30.6,,22.2,,17.8,
FCE,EVERGLADES,19270720,26.95,,32.2,,21.7,,5.1,
FCE,EVERGLADES,19270721,27.5,,31.7,,23.3,,20.3,
FCE,EVERGLADES,19270722,29.15,,32.2,,26.1,,1.3,
FCE,EVERGLADES,19270723,27.25,,31.7,,22.8,,1.3,
FCE,EVERGLADES,19270724,27.75,,32.2,,23.3,,0,
FCE,EVERGLADES,19270725,28.05,,32.8,,23.3,,0,
FCE,EVERGLADES,19270726,28.05,,32.2,,23.9,,0,
FCE,EVERGLADES,19270727,28.05,,32.8,,23.3,,0,
FCE,EVERGLADES,19270728,28.85,,34.4,,23.3,,5.1,
FCE,EVERGLADES,19270729,26.4,,31.7,,21.1,,0,
FCE,EVERGLADES,19270730,28.05,,33.3,,22.8,,0,
FCE,EVERGLADES,19270731,27.8,,32.8,,22.8,,0,
FCE,EVERGLADES,19270801,27.75,,32.2,,23.3,,0,
FCE,EVERGLADES,19270802,28.3,,33.3,,23.3,,0,
FCE,EVERGLADES,19270803,28.05,,33.3,,22.8,,21.6,
FCE,EVERGLADES,19270804,28.6,,33.3,,23.9,,3.8,
FCE,EVERGLADES,19270805,28.05,,32.8,,23.3,,17.8,
FCE,EVERGLADES,19270806,28.3,,33.3,,23.3,,0,
FCE,EVERGLADES,19270807,26.95,,32.8,,21.1,,41.9,
FCE,EVERGLADES,19270808,28.3,,33.3,,23.3,,20.3,
FCE,EVERGLADES,19270809,27.5,,31.7,,23.3,,0,
FCE,EVERGLADES,19270810,27.5,,32.2,,22.8,,2.5,
FCE,EVERGLADES,19270811,28.3,,32.2,,24.4,,0,
FCE,EVERGLADES,19270812,28.6,,32.2,,25,,0,
FCE,EVERGLADES,19270813,29.15,,32.2,,26.1,,0,
FCE,EVERGLADES,19270814,28.6,,32.8,,24.4,,0,
FCE,EVERGLADES,19270815,27.5,,31.1,,23.9,,2.5,
FCE,EVERGLADES,19270816,27.75,,32.2,,23.3,,0,
FCE,EVERGLADES,19270817,28.35,,31.7,,25,,12.7,
FCE,EVERGLADES,19270818,29.15,,33.3,,25,,0,
FCE,EVERGLADES,19270819,29.45,,33.3,,25.6,,1.3,
FCE,EVERGLADES,19270820,28.3,,33.3,,23.3,,6.4,
FCE,EVERGLADES,19270821,28.6,,32.8,,24.4,,0,
FCE,EVERGLADES,19270822,27.75,,33.3,,22.2,,19.1,
FCE,EVERGLADES,19270823,30,,33.9,,26.1,,3.8,
FCE,EVERGLADES,19270824,29.15,,33.9,,24.4,,0,
FCE,EVERGLADES,19270825,28.6,,33.3,,23.9,,0,
FCE,EVERGLADES,19270826,27.2,,32.2,,22.2,,0,
FCE,EVERGLADES,19270827,28.05,,32.2,,23.9,,0,
FCE,EVERGLADES,19270828,28.3,,32.2,,24.4,,0,
FCE,EVERGLADES,19270829,28.35,,32.8,,23.9,,0,
FCE,EVERGLADES,19270830,27.2,,32.2,,22.2,,27.9,
FCE,EVERGLADES,19270831,27.2,,32.2,,22.2,,21.6,
FCE,EVERGLADES,19270901,-9999,M,-9999,M,-9999,M,12.7,
FCE,EVERGLADES,19270902,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270903,-9999,M,-9999,M,-9999,M,17.8,
FCE,EVERGLADES,19270904,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270905,-9999,M,-9999,M,-9999,M,15.2,
FCE,EVERGLADES,19270906,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270907,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270908,-9999,M,-9999,M,-9999,M,6.4,
FCE,EVERGLADES,19270909,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270910,-9999,M,-9999,M,-9999,M,25.4,
FCE,EVERGLADES,19270911,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270912,-9999,M,-9999,M,-9999,M,14,
FCE,EVERGLADES,19270913,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270914,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270915,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270916,-9999,M,-9999,M,-9999,M,11.9,
FCE,EVERGLADES,19270917,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270918,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270919,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270920,-9999,M,-9999,M,-9999,M,25.4,
FCE,EVERGLADES,19270921,-9999,M,-9999,M,-9999,M,12.7,
FCE,EVERGLADES,19270922,-9999,M,-9999,M,-9999,M,22.1,
FCE,EVERGLADES,19270923,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270924,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270925,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270926,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270927,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270928,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270929,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19270930,-9999,M,-9999,M,-9999,M,1.3,
FCE,EVERGLADES,19271001,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271002,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271003,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271004,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271005,-9999,M,-9999,M,-9999,M,10.2,
FCE,EVERGLADES,19271006,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271007,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271008,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271009,-9999,M,-9999,M,-9999,M,15.2,
FCE,EVERGLADES,19271010,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271011,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271012,-9999,M,-9999,M,-9999,M,2.5,
FCE,EVERGLADES,19271013,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271014,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271015,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271016,-9999,M,-9999,M,-9999,M,30.5,
FCE,EVERGLADES,19271017,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271018,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271019,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271020,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271021,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271022,-9999,M,-9999,M,-9999,M,5.3,
FCE,EVERGLADES,19271023,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271024,-9999,M,-9999,M,-9999,M,30.5,
FCE,EVERGLADES,19271025,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271026,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271027,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271028,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271029,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271030,-9999,M,-9999,M,-9999,M,0,
FCE,EVERGLADES,19271031,-9999,M,-9999,M,-9999,M,20.3,
FCE,EVERGLADES,19271101,26.7,,30.6,,22.8,,0,
FCE,EVERGLADES,19271102,25.3,,28.9,,21.7,,0,
FCE,EVERGLADES,19271103,23.3,,27.2,,19.4,,0,
FCE,EVERGLADES,19271104,19.15,,25,,13.3,,7.9,
FCE,EVERGLADES,19271105,16.95,,25.6,,8.3,,0,
FCE,EVERGLADES,19271106,19.45,,27.8,,11.1,,0,
FCE,EVERGLADES,19271107,19.45,,27.2,,11.7,,12.7,
FCE,EVERGLADES,19271108,22.5,,28.3,,16.7,,0,
FCE,EVERGLADES,19271109,23.05,,28.9,,17.2,,0,
FCE,EVERGLADES,19271110,23.3,,28.3,,18.3,,0,
FCE,EVERGLADES,19271111,23.05,,28.3,,17.8,,0,
FCE,EVERGLADES,19271112,23.3,,28.3,,18.3,,0,
FCE,EVERGLADES,19271113,24.4,,29.4,,19.4,,0,
FCE,EVERGLADES,19271114,24.7,,30,,19.4,,0,
FCE,EVERGLADES,19271115,24.4,,29.4,,19.4,,0,
FCE,EVERGLADES,19271116,24.4,,29.4,,19.4,,0,
FCE,EVERGLADES,19271117,23.9,,27.8,,20,,0,
FCE,EVERGLADES,19271118,20.55,,24.4,,16.7,,9.1,
FCE,EVERGLADES,19271119,17.2,,23.3,,11.1,,0,
FCE,EVERGLADES,19271120,17.75,,23.3,,12.2,,0,
FCE,EVERGLADES,19271121,18.6,,24.4,,12.8,,0,
FCE,EVERGLADES,19271122,20,,26.7,,13.3,,0,
FCE,EVERGLADES,19271123,21.65,,27.2,,16.1,,0,
FCE,EVERGLADES,19271124,21.65,,27.2,,16.1,,0,
FCE,EVERGLADES,19271125,21.15,,26.7,,15.6,,0,
FCE,EVERGLADES,19271126,21.7,,27.8,,15.6,,0,
FCE,EVERGLADES,19271127,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,19271128,22.8,,27.8,,17.8,,0,
FCE,EVERGLADES,19271129,23.05,,28.3,,17.8,,0,
FCE,EVERGLADES,19271130,23.9,,28.9,,18.9,,0,
FCE,EVERGLADES,19271201,23.05,,29.4,,16.7,,0,
FCE,EVERGLADES,19271202,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,19271203,23.05,,26.1,,20,,6.6,
FCE,EVERGLADES,19271204,19.45,,23.3,,15.6,,0,
FCE,EVERGLADES,19271205,16.65,,21.1,,12.2,,0,
FCE,EVERGLADES,19271206,16.65,,23.3,,10,,0,
FCE,EVERGLADES,19271207,21.15,,26.7,,15.6,,0,
FCE,EVERGLADES,19271208,17.8,,22.8,,12.8,,0,
FCE,EVERGLADES,19271209,15,,21.1,,8.9,,0,
FCE,EVERGLADES,19271210,20.6,,25.6,,15.6,,0,
FCE,EVERGLADES,19271211,21.4,,26.7,,16.1,,0,
FCE,EVERGLADES,19271212,21.4,,27.2,,15.6,,0,
FCE,EVERGLADES,19271213,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,19271214,22.2,,28.3,,16.1,,0,
FCE,EVERGLADES,19271215,22.2,,27.2,,17.2,,0,
FCE,EVERGLADES,19271216,23.35,,26.7,,20,,0,
FCE,EVERGLADES,19271217,23.35,,26.7,,20,,0,
FCE,EVERGLADES,19271218,20.3,,25,,15.6,,0,
FCE,EVERGLADES,19271219,17.75,,23.3,,12.2,,0,
FCE,EVERGLADES,19271220,13.3,,18.3,,8.3,,0,
FCE,EVERGLADES,19271221,11.1,,18.3,,3.9,,0,
FCE,EVERGLADES,19271222,14.45,,23.3,,5.6,,0,
FCE,EVERGLADES,19271223,13.1,,20.6,,5.6,,0,
FCE,EVERGLADES,19271224,15.3,,21.7,,8.9,,0,
FCE,EVERGLADES,19271225,17.2,,22.2,,12.2,,0,
FCE,EVERGLADES,19271226,17.5,,22.2,,12.8,,0,
FCE,EVERGLADES,19271227,18.6,,24.4,,12.8,,0,
FCE,EVERGLADES,19271228,19.7,,26.1,,13.3,,0,
FCE,EVERGLADES,19271229,19.45,,25.6,,13.3,,0,
FCE,EVERGLADES,19271230,20.25,,26.1,,14.4,,0,
FCE,EVERGLADES,19271231,20.3,,25.6,,15,,0,
FCE,EVERGLADES,19280101,15.85,,20.6,,11.1,,0,
FCE,EVERGLADES,19280102,13.35,,20,,6.7,,0,
FCE,EVERGLADES,19280103,8.35,,11.7,,5,,0,
FCE,EVERGLADES,19280104,8.3,,17.2,,-0.6,,0,
FCE,EVERGLADES,19280105,13.65,,20.6,,6.7,,0,
FCE,EVERGLADES,19280106,18.05,,23.3,,12.8,,0,
FCE,EVERGLADES,19280107,16.65,,22.2,,11.1,,0.5,
FCE,EVERGLADES,19280108,19.45,,25,,13.9,,0,
FCE,EVERGLADES,19280109,20,,26.1,,13.9,,0,
FCE,EVERGLADES,19280110,21.1,,26.1,,16.1,,0,
FCE,EVERGLADES,19280111,12.5,,20.6,,4.4,,0,
FCE,EVERGLADES,19280112,15,,23.3,,6.7,,0,
FCE,EVERGLADES,19280113,17.5,,24.4,,10.6,,0,
FCE,EVERGLADES,19280114,20.25,,27.2,,13.3,,0,
FCE,EVERGLADES,19280115,21.95,,28.3,,15.6,,0,
FCE,EVERGLADES,19280116,21.7,,26.7,,16.7,,0,
FCE,EVERGLADES,19280117,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,19280118,22.5,,27.8,,17.2,,0,
FCE,EVERGLADES,19280119,20.3,,26.7,,13.9,,0,
FCE,EVERGLADES,19280120,19.45,,25.6,,13.3,,0,
FCE,EVERGLADES,19280121,17.5,,23.3,,11.7,,0,
FCE,EVERGLADES,19280122,15,,22.2,,7.8,,0,
FCE,EVERGLADES,19280123,17.75,,23.3,,12.2,,0,
FCE,EVERGLADES,19280124,20.85,,26.1,,15.6,,0,
FCE,EVERGLADES,19280125,20.85,,26.7,,15,,0,
FCE,EVERGLADES,19280126,20.55,,26.7,,14.4,,0,
FCE,EVERGLADES,19280127,21.15,,26.7,,15.6,,0,
FCE,EVERGLADES,19280128,17.5,,23.3,,11.7,,0,
FCE,EVERGLADES,19280129,8.6,,17.2,,0,,0,
FCE,EVERGLADES,19280130,13.65,,21.7,,5.6,,0,
FCE,EVERGLADES,19280131,19.15,,27.2,,11.1,,0,
FCE,EVERGLADES,19280201,20.85,,26.7,,15,,0,
FCE,EVERGLADES,19280202,20.55,,27.2,,13.9,,0,
FCE,EVERGLADES,19280203,20,,27.2,,12.8,,0,
FCE,EVERGLADES,19280204,20.8,,27.2,,14.4,,0,
FCE,EVERGLADES,19280205,22.25,,28.9,,15.6,,0,
FCE,EVERGLADES,19280206,21.4,,27.8,,15,,0,
FCE,EVERGLADES,19280207,21.65,,27.2,,16.1,,0,
FCE,EVERGLADES,19280208,21.7,,26.7,,16.7,,0,
FCE,EVERGLADES,19280209,23.05,,27.2,,18.9,,0,
FCE,EVERGLADES,19280210,18.9,,25.6,,12.2,,0,
FCE,EVERGLADES,19280211,18.6,,26.1,,11.1,,0,
FCE,EVERGLADES,19280212,18.85,,28.3,,9.4,,0,
FCE,EVERGLADES,19280213,17.8,,26.7,,8.9,,0,
FCE,EVERGLADES,19280214,23.65,,26.7,,20.6,,0,
FCE,EVERGLADES,19280215,24.15,,28.3,,20,,0,
FCE,EVERGLADES,19280216,24.45,,28.9,,20,,0,
FCE,EVERGLADES,19280217,24.7,,29.4,,20,,0,
FCE,EVERGLADES,19280218,21.35,,23.3,,19.4,,0,
FCE,EVERGLADES,19280219,11.95,,20,,3.9,,0,
FCE,EVERGLADES,19280220,15.55,,23.3,,7.8,,0,
FCE,EVERGLADES,19280221,20.3,,25,,15.6,,0,
FCE,EVERGLADES,19280222,22.5,,27.8,,17.2,,0,
FCE,EVERGLADES,19280223,23.6,,28.3,,18.9,,0,
FCE,EVERGLADES,19280224,23.9,,28.9,,18.9,,0,
FCE,EVERGLADES,19280225,23.6,,28.9,,18.3,,0,
FCE,EVERGLADES,19280226,19.75,,22.8,,16.7,,0,
FCE,EVERGLADES,19280227,19.45,,23.3,,15.6,,0,
FCE,EVERGLADES,19280228,17.5,,22.2,,12.8,,0,
FCE,EVERGLADES,19280229,14.75,,23.9,,5.6,,0,
FCE,EVERGLADES,19280301,15.55,,22.2,,8.9,,0,
FCE,EVERGLADES,19280302,17.2,,23.3,,11.1,,0,
FCE,EVERGLADES,19280303,19.15,,23.9,,14.4,,0,
FCE,EVERGLADES,19280304,20.3,,25.6,,15,,0,
FCE,EVERGLADES,19280305,21.15,,26.7,,15.6,,0,
FCE,EVERGLADES,19280306,21.95,,27.8,,16.1,,0,
FCE,EVERGLADES,19280307,22.25,,27.8,,16.7,,0,
FCE,EVERGLADES,19280308,22.75,,28.3,,17.2,,0,
FCE,EVERGLADES,19280309,23.35,,28.9,,17.8,,0,
FCE,EVERGLADES,19280310,23.6,,29.4,,17.8,,0,
FCE,EVERGLADES,19280311,24.15,,30,,18.3,,0,
FCE,EVERGLADES,19280312,23.05,,28.9,,17.2,,0,
FCE,EVERGLADES,19280313,23.3,,29.4,,17.2,,1.3,
FCE,EVERGLADES,19280314,21.7,,26.7,,16.7,,0,
FCE,EVERGLADES,19280315,23.85,,29.4,,18.3,,0.5,
FCE,EVERGLADES,19280316,23.6,,28.3,,18.9,,0,
FCE,EVERGLADES,19280317,22.5,,27.2,,17.8,,6.4,
FCE,EVERGLADES,19280318,19.75,,26.7,,12.8,,0,
FCE,EVERGLADES,19280319,16.35,,24.4,,8.3,,0,
FCE,EVERGLADES,19280320,15,,23.9,,6.1,,0,
FCE,EVERGLADES,19280321,16.65,,24.4,,8.9,,0,
FCE,EVERGLADES,19280322,18.05,,25,,11.1,,0,
FCE,EVERGLADES,19280323,20,,25.6,,14.4,,0,
FCE,EVERGLADES,19280324,20.3,,26.7,,13.9,,11.4,
FCE,EVERGLADES,19280325,21.4,,27.2,,15.6,,0,
FCE,EVERGLADES,19280326,20.55,,26.1,,15,,0,
FCE,EVERGLADES,19280327,20.6,,25.6,,15.6,,0,
FCE,EVERGLADES,19280328,21.65,,27.2,,16.1,,0,
FCE,EVERGLADES,19280329,22.8,,27.8,,17.8,,0,
FCE,EVERGLADES,19280330,22.25,,26.7,,17.8,,0,
FCE,EVERGLADES,19280331,19.75,,25.6,,13.9,,0,
FCE,EVERGLADES,19280401,20.6,,25.6,,15.6,,0,
FCE,EVERGLADES,19280402,20.85,,26.1,,15.6,,0,
FCE,EVERGLADES,19280403,21.95,,27.2,,16.7,,0,
FCE,EVERGLADES,19280404,21.7,,26.7,,16.7,,0,
FCE,EVERGLADES,19280405,22.2,,27.2,,17.2,,0,
FCE,EVERGLADES,19280406,21.65,,26.1,,17.2,,0,
FCE,EVERGLADES,19280407,21.7,,25.6,,17.8,,11.4,
FCE,EVERGLADES,19280408,22.5,,26.1,,18.9,,0,
FCE,EVERGLADES,19280409,23.6,,27.8,,19.4,,0,
FCE,EVERGLADES,19280410,23.9,,26.7,,21.1,,0,
FCE,EVERGLADES,19280411,23.9,,26.1,,21.7,,23.4,
FCE,EVERGLADES,19280412,24.45,,28.3,,20.6,,0,
FCE,EVERGLADES,19280413,21.95,,30.6,,13.3,,0,
FCE,EVERGLADES,19280414,23.9,,30,,17.8,,0,
FCE,EVERGLADES,19280415,24.4,,29.4,,19.4,,0,
FCE,EVERGLADES,19280416,23.35,,26.7,,20,,0,
FCE,EVERGLADES,19280417,20.55,,26.1,,15,,0,
FCE,EVERGLADES,19280418,21.95,,28.3,,15.6,,0,
FCE,EVERGLADES,19280419,23.05,,29.4,,16.7,,0,
FCE,EVERGLADES,19280420,22.8,,28.9,,16.7,,0,
FCE,EVERGLADES,19280421,23.6,,29.4,,17.8,,0,
FCE,EVERGLADES,19280422,23.9,,30,,17.8,,0,
FCE,EVERGLADES,19280423,25.55,,31.1,,20,,0,
FCE,EVERGLADES,19280424,22.5,,25.6,,19.4,,28.4,
FCE,EVERGLADES,19280425,21.15,,26.7,,15.6,,0,
FCE,EVERGLADES,19280426,23.05,,28.3,,17.8,,0,
FCE,EVERGLADES,19280427,22.8,,28.9,,16.7,,0,
FCE,EVERGLADES,19280428,21.4,,27.2,,15.6,,0,
FCE,EVERGLADES,19280429,17.5,,26.7,,8.3,,0,
FCE,EVERGLADES,19280430,20.55,,28.9,,12.2,,0,
FCE,EVERGLADES,19280501,22.5,,29.4,,15.6,,0,
FCE,EVERGLADES,19280502,23.05,,29.4,,16.7,,6.4,
FCE,EVERGLADES,19280503,23.6,,29.4,,17.8,,0,
FCE,EVERGLADES,19280504,22.2,,29.4,,15,,0,
FCE,EVERGLADES,19280505,22.2,,29.4,,15,,0,
FCE,EVERGLADES,19280506,23.35,,28.9,,17.8,,0,
FCE,EVERGLADES,19280507,22.75,,27.2,,18.3,,5.8,
FCE,EVERGLADES,19280508,20,,26.7,,13.3,,0,
FCE,EVERGLADES,19280509,20.55,,27.2,,13.9,,0,
FCE,EVERGLADES,19280510,21.35,,28.3,,14.4,,0,
FCE,EVERGLADES,19280511,22.2,,29.4,,15,,0,
FCE,EVERGLADES,19280512,21.9,,29.4,,14.4,,0,
FCE,EVERGLADES,19280513,21.95,,30,,13.9,,0,
FCE,EVERGLADES,19280514,21.1,,28.9,,13.3,,0,
FCE,EVERGLADES,19280515,22.25,,28.9,,15.6,,6.6,
FCE,EVERGLADES,19280516,22.75,,28.3,,17.2,,0,
FCE,EVERGLADES,19280517,23.35,,28.9,,17.8,,0,
FCE,EVERGLADES,19280518,23.85,,29.4,,18.3,,0,
FCE,EVERGLADES,19280519,24.45,,30.6,,18.3,,0,
FCE,EVERGLADES,19280520,24.75,,30.6,,18.9,,0,
FCE,EVERGLADES,19280521,25,,30,,20,,0,
FCE,EVERGLADES,19280522,23.65,,26.7,,20.6,,0,
FCE,EVERGLADES,19280523,23.3,,27.2,,19.4,,33.3,
FCE,EVERGLADES,19280524,23.35,,26.7,,20,,0,
FCE,EVERGLADES,19280525,24.2,,27.8,,20.6,,0,
FCE,EVERGLADES,19280526,23.3,,28.3,,18.3,,0,
FCE,EVERGLADES,19280527,26.1,,31.1,,21.1,,0,
FCE,EVERGLADES,19280528,26.4,,31.7,,21.1,,0,
FCE,EVERGLADES,19280529,25.85,,30.6,,21.1,,0,
FCE,EVERGLADES,19280530,25.6,,30.6,,20.6,,18,
FCE,EVERGLADES,19280531,25.55,,30,,21.1,,0,
FCE,EVERGLADES,19280601,25.85,,30.6,,21.1,,0,
FCE,EVERGLADES,19280602,26.1,,31.1,,21.1,,0,
FCE,EVERGLADES,19280603,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,19280604,27.5,,32.2,,22.8,,0,
FCE,EVERGLADES,19280605,27.8,,32.8,,22.8,,0,
FCE,EVERGLADES,19280606,27.75,,33.3,,22.2,,0,
FCE,EVERGLADES,19280607,27.5,,33.9,,21.1,,21.8,
FCE,EVERGLADES,19280608,27.2,,33.3,,21.1,,0,
FCE,EVERGLADES,19280609,26.95,,32.2,,21.7,,0,
FCE,EVERGLADES,19280610,26.65,,32.2,,21.1,,9.7,
FCE,EVERGLADES,19280611,26.95,,32.2,,21.7,,0,
FCE,EVERGLADES,19280612,27.5,,32.8,,22.2,,0,
FCE,EVERGLADES,19280613,26.65,,32.2,,21.1,,30.7,
FCE,EVERGLADES,19280614,26.15,,31.7,,20.6,,19.1,
FCE,EVERGLADES,19280615,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19280616,27.25,,32.8,,21.7,,0,
FCE,EVERGLADES,19280617,27.2,,33.3,,21.1,,0,
FCE,EVERGLADES,19280618,27.5,,33.9,,21.1,,4.6,
FCE,EVERGLADES,19280619,26.95,,33.3,,20.6,,0,
FCE,EVERGLADES,19280620,27.2,,33.3,,21.1,,19.3,
FCE,EVERGLADES,19280621,26.7,,32.8,,20.6,,43.7,
FCE,EVERGLADES,19280622,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19280623,26.7,,32.8,,20.6,,0,
FCE,EVERGLADES,19280624,25.25,,32.2,,18.3,,2.8,
FCE,EVERGLADES,19280625,26.15,,31.7,,20.6,,55.1,
FCE,EVERGLADES,19280626,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19280627,26.7,,32.8,,20.6,,0,
FCE,EVERGLADES,19280628,27.2,,33.3,,21.1,,7.6,
FCE,EVERGLADES,19280629,27.5,,32.8,,22.2,,10.4,
FCE,EVERGLADES,19280630,28.05,,33.3,,22.8,,0,
FCE,EVERGLADES,19280701,28.35,,33.9,,22.8,,3,
FCE,EVERGLADES,19280702,29.45,,35,,23.9,,8.9,
FCE,EVERGLADES,19280703,28.6,,34.4,,22.8,,0,
FCE,EVERGLADES,19280704,27.5,,33.3,,21.7,,18,
FCE,EVERGLADES,19280705,27.25,,32.8,,21.7,,0,
FCE,EVERGLADES,19280706,27.75,,33.3,,22.2,,0,
FCE,EVERGLADES,19280707,27.25,,32.8,,21.7,,7.9,
FCE,EVERGLADES,19280708,27.5,,33.3,,21.7,,0,
FCE,EVERGLADES,19280709,27.75,,33.3,,22.2,,19.8,
FCE,EVERGLADES,19280710,26.65,,32.2,,21.1,,47,
FCE,EVERGLADES,19280711,26.15,,31.7,,20.6,,19.8,
FCE,EVERGLADES,19280712,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19280713,26.95,,32.8,,21.1,,0,
FCE,EVERGLADES,19280714,26.4,,32.2,,20.6,,0,
FCE,EVERGLADES,19280715,25.55,,31.1,,20,,6.4,
FCE,EVERGLADES,19280716,26.65,,32.2,,21.1,,0,
FCE,EVERGLADES,19280717,27.5,,33.3,,21.7,,14.5,
FCE,EVERGLADES,19280718,28.05,,33.3,,22.8,,42.7,
FCE,EVERGLADES,19280719,28.35,,33.9,,22.8,,2.5,
FCE,EVERGLADES,19280720,28.85,,34.4,,23.3,,0,
FCE,EVERGLADES,19280721,28.6,,34.4,,22.8,,0,
FCE,EVERGLADES,19280722,28.85,,34.4,,23.3,,0,
FCE,EVERGLADES,19280723,28.6,,33.9,,23.3,,0,
FCE,EVERGLADES,19280724,28.85,,34.4,,23.3,,0,
FCE,EVERGLADES,19280725,29.15,,34.4,,23.9,,0,
FCE,EVERGLADES,19280726,27.75,,33.3,,22.2,,13,
FCE,EVERGLADES,19280727,26.95,,32.2,,21.7,,2.5,
FCE,EVERGLADES,19280728,27.75,,33.3,,22.2,,0,
FCE,EVERGLADES,19280729,27.8,,33.9,,21.7,,44.5,
FCE,EVERGLADES,19280730,27.25,,32.8,,21.7,,0,
FCE,EVERGLADES,19280731,27.2,,32.2,,22.2,,27.7,
FCE,EVERGLADES,19280801,27.8,,32.8,,22.8,,0,
FCE,EVERGLADES,19280802,27.75,,32.2,,23.3,,5.8,
FCE,EVERGLADES,19280803,26.7,,32.8,,20.6,,20.6,
FCE,EVERGLADES,19280804,26.95,,32.2,,21.7,,0,
FCE,EVERGLADES,19280805,26.95,,32.2,,21.7,,3.8,
FCE,EVERGLADES,19280806,26.65,,32.2,,21.1,,2.5,
FCE,EVERGLADES,19280807,26.95,,32.2,,21.7,,5.3,
